IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2020,true,,,,,,,,,,,,,1830342,,,,,,1 830 342,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,HND,Honduras,Year,2020,true,,,,,,,,,,,,,109404,,,,,,109 404,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2020,true,,,,,,,,,,,,,11157421,,,,,,11 157 421,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2020,true,,,,,,,,,,,,,11370,,,,,,11 370,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2020,true,,,,,,,,,,,,,116949,,,,,,116 949,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2020,true,,,,,,,,,,,,,12115,,,,,,12 115,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,PAN,Panama,Year,2020,true,,,,,,,,,,,,,12492,,,,,,12 492,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,true,,,,,,,,,,,,,120610,,,,,,120 610,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,true,,,,,,,,,,,,,122406,,,,,,122 406,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2020,true,,,,,,,,,,,,,129105,,,,,,129 105,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,BRA,Brazil,Year,2020,true,,,,,,,,,,,,,148897,,,,,,148 897,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,BWA,Botswana,Year,2020,true,,,,,,,,,,,,,152560,,,,,,152 560,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2020,true,,,,,,,,,,,,,17276,,,,,,17 276,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,true,,,,,,,,,,,,,17381,,,,,,17 381,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,WPR,Western Pacific,Country,CHN,China,Year,2020,true,,,,,,,,,,,,,174619,,,,,,174 619,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2020,true,,,,,,,,,,,,,193935,,,,,,193 935,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,GHA,Ghana,Year,2020,true,,,,,,,,,,,,,2214552,,,,,,2 214 552,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,true,,,,,,,,,,,,,2379659,,,,,,2 379 659,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2020,true,,,,,,,,,,,,,2510463,,,,,,2 510 463,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2020,true,,,,,,,,,,,,,200,,,,,,200,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2020,true,,,,,,,,,,,,,219162,,,,,,219 162,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2020,true,,,,,,,,,,,,,226731,,,,,,226 731,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,IND,India,Year,2020,true,,,,,,,,,,,,,23950862,,,,,,23 950 862,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,true,,,,,,,,,,,,,233171,,,,,,233 171,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,true,,,,,,,,,,,,,2333,,,,,,2333,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2020,true,,,,,,,,,,,,,28496,,,,,,28 496,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2020,true,,,,,,,,,,,,,283665,,,,,,283 665,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,true,,,,,,,,,,,,,29228,,,,,,29 228,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2020,true,,,,,,,,,,,,,3528051,,,,,,3 528 051,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2020,true,,,,,,,,,,,,,3901092,,,,,,3 901 092,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2020,true,,,,,,,,,,,,,305688,,,,,,305 688,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2020,true,,,,,,,,,,,,,37821,,,,,,37 821,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,true,,,,,,,,,,,,,38332,,,,,,38 332,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,UGA,Uganda,Year,2020,true,,,,,,,,,,,,,4671960,,,,,,4 671 960,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2020,true,,,,,,,,,,,,,402861,,,,,,402 861,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020,true,,,,,,,,,,,,,41235,,,,,,41 235,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,true,,,,,,,,,,,,,433405,,,,,,433 405,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,AGO,Angola,Year,2020,true,,,,,,,,,,,,,44633,,,,,,44 633,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,BLZ,Belize,Year,2020,true,,,,,,,,,,,,,45100,,,,,,45 100,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2020,true,,,,,,,,,,,,,466238,,,,,,466 238,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2020,true,,,,,,,,,,,,,476804,,,,,,476 804,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,true,,,,,,,,,,,,,477032,,,,,,477 032,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,MLI,Mali,Year,2020,true,,,,,,,,,,,,,503043,,,,,,503 043,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,true,,,,,,,,,,,,,508017,,,,,,508 017,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2020,true,,,,,,,,,,,,,53517,,,,,,53 517,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,COM,Comoros,Year,2020,true,,,,,,,,,,,,,57658,,,,,,57 658,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2020,true,,,,,,,,,,,,,6349834,,,,,,6 349 834,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2020,true,,,,,,,,,,,,,6880851,,,,,,6 880 851,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2020,true,,,,,,,,,,,,,6895,,,,,,6895,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2020,true,,,,,,,,,,,,,69902,,,,,,69 902,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,MEX,Mexico,Year,2020,true,,,,,,,,,,,,,72759,,,,,,72 759,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2020,true,,,,,,,,,,,,,73846,,,,,,73 846,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,true,,,,,,,,,,,,,762755,,,,,,762 755,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,SEN,Senegal,Year,2020,true,,,,,,,,,,,,,793026,,,,,,793 026,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2020,true,,,,,,,,,,,,,981936,,,,,,981 936,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,AGO,Angola,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,TCD,Chad,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,COM,Comoros,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,COG,Congo,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,GAB,Gabon,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,GIN,Guinea,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,GUY,Guyana,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,HTI,Haiti,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AMR,Americas,Country,HND,Honduras,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),numeric,AFR,Africa,Country,LBR,Liberia,Year,2019,false,,,,,,,,,,,,,,,,,,,,,,EN,2022-02-03T05:00:00.000Z
